spanish,english,chinese,pinyin,portuguese
le gusta hablar por los codos,he likes to talk non-stop,他喜欢滔滔不绝,tā xǐ huān tāo tāo bù jué,ele gosta de falar demais
parece estar como una cabra,seems to be crazy,看起来很疯狂,kàn qǐ lái hěn fēng kuáng,parece ser maluco
suele estar como una cabra,he is usually crazy,他通常很疯狂,tā tōng cháng hěn fēng kuáng,ele geralmente é maluco
suele tener mala leche,he usually has bad temper,他平时脾气不好,tā píng shí pí qì bù hǎo,ele geralmente tem mau humor
parece tener mala leche,seems to have bad temper,脾气好像不太好,pí qì hǎo xiàng bù tài hǎo,parece ter mau humor
solía no pegar ojo,I used to not sleep a wink,我曾经不合眼,wǒ céng jīng bù hé yǎn,Eu costumava não pregar o olho
suele no pegar ojo,usually doesn't sleep a wink,通常不睡觉,tōng cháng bù shuì jiào,geralmente não pisca o olho
vamos a ir al grano,let's get to the point,让我们进入正题,ràng wǒ men jìn rù zhèng tí,vamos direto ao ponto
hay que ir al grano,you have to get to the point,你必须说到点子上,nǐ bì xū shuō dào diǎn zi shàng,você tem que ir direto ao ponto
parece estar hasta las narices,seems to be fed up,看起来受够了,kàn qǐ lái shòu gòu le,parece estar farto
suele estar hasta las narices,he is usually fed up,他通常受够了,tā tōng cháng shòu gòu le,ele geralmente está farto
voy a dar en el clavo,I'm going to hit the nail on the head,我要一针见血,wǒ yào yī zhēn jiàn xiě,Vou acertar em cheio
suele dar en el clavo,usually hits the nail on the head,通常一语中的,tōng cháng yī yǔ zhòng dì,geralmente acerta em cheio
suele poner los pelos de punta,usually makes the hair stand on end,往往让人毛骨悚然,wǎng wǎng ràng rén máo gǔ sǒng rán,geralmente deixa os cabelos em pé
puede poner los pelos de punta,can make your hair stand on end,可以让你毛骨悚然,kě yǐ ràng nǐ máo gǔ sǒng rán,pode deixar seus cabelos em pé
suele no dar ni golpe,usually doesn't lift a finger,通常不干活,tōng cháng bù gàn huó,geralmente não faz nada
tiende a no dar ni golpe,tends not to lift a finger,往往不干活,wǎng wǎng bù gàn huó,tende a não fazer nada
